,Name,Style,Description
6492,"Can Luar Summer Ale starstarstarstar_halfstar_border 3,50 ",Blonde Ale - 5.5 º,Can Luar Summer Ale
6493,Can Luar Pale Ale ,Pale Ale - 5 º - 50 IBU,"Can Luar Pale Ale, feta amb ordi i llúpol, està pensada per a tots aquells que volen gaudir d’una bona cervesa artesana aromàtica i refrescant ideal per veure les caloroses tardes d’estiu"
6494,"Can Luar Winter is coming starstarstarstarstar_half 4,50 ",English Brown - 6 º,Can Luar Winter Is Coming
6495,"Can Luar Moher Irish Red starstarstar_halfstar_borderstar_border 2,50 ",Irish Red Ale - 5 º,Can Luar Moher Irish Red
6496,Maquis Maig 37 ,Blonde Ale - 7.1 º,"Maquis Maig 37Rossa llupulosa de 7,1%"
6497,"Sevebrau Serona Strong Ale starstarstarstar_halfstar_border 3,50 ",Strong Ale - 6.8 º - 30 IBU,"Serona Strong Ale.
 Una cerveza de 6,8°, color marron oscuro con tonos y brillo rojizo al trasluz. Espuma densa y cremosa, aroma muy complejo donde se mezclan los toques afrutados con los acaramelados y torrefactos.
 De paso por boca increiblemente suave a pesar de su graduacion. donde estan ..."
6498,"San Fermín starstarstar_halfstar_borderstar_border 2,46 ",Pilsner - 5 º,"San Fermín cerveza garagardoa
San Fermin Beer"
6499,"Synera English Porter starstarstarstar_halfstar_border 3,53 ",Porter - 5.9 º - 30 IBU,"Synera English Porter
Cervesa negra lleugera i de graduació mitja. En nas destaca un suau aroma a malts torrats, en boca hi destaquen notes a xocolata i café.
Les llargues barbes queden xopes d’aquesta poderosa poció, elaborada per recuperar forces i afrontar les nits de disbauxa. El mil ..."
6500,"Keltius 2.0 starstarstarstarstar_half 4,30 ",American Pale Ale - 4 º - 45 IBU,"Keltius 2.0 , cerveza experimental"
6501,"Ratpenat Jornal starstarstarstarstar_border 3,80 ",Mild - 4 º - 30 IBU,"Ratpenat Jornal
Nuestra segunda cerveza es esta Jornal. La intención es dar a conocer un viejo estilo inglés que no es común todavía en nuestro país, la Mild. Las Mild son un tipo de cervezas que tienen en común el ser suaves, en todos los sentidos : poca graduación alcohólica , poca a ..."
6502,"BuenasMigas Sóc la canya starstar_halfstar_borderstar_borderstar_border 1,40 ",Pilsner - 4.9 º,"Cerveza Riegel. Agua, cebada malteada y lúpulo (y aunque no lo indique, levadura, digo yo).
--------------------------------------------
Cervesa Riegel. Aigua, ordi maltat i llúpol (i cal suposar llevat encara que no ho indiqui, dic jo)."
6503,"Quer Nelson Sauvin starstarstarstar_halfstar_border 3,55 ",Amber Ale - 8 º - 60 IBU,"Estilo Imperial Amber Ale. Cerveza de color ámbar con una abundante espuma. De aroma muy fresca, con notas afrutadas, de sabor potente, con un toque caramelizado y un contrapunto amargo, de final largo y amargo. Cervasa artesana 100% natural con productos de calidad, elaborada y envasada por Q ..."
6504,"Altares Premium Beer from Valencia starstarstarstarstar_half 4,70 ",Ale,"Esta cerveza se elabora de manera artesanal en Aras de los Olmos, un pequeño pueblo del interior de la provincia de Valencia. 'Altares' (Aras en latín) es el homenaje a su lugar de origen"
6505,"Malaqa Awesome Bear starstarstarstarstar_border 3,85 ",Imperial IPA - 9.2 º - 80 IBU,"What is a limit??It’s a word given generically to any limitation or restriction,scientific, legal, fiscal, social…
We humans were pushing our limits forward since the beginning.Tesla, DaVinci, Newton… Are some of those who think “Limitless”This message goes to those who think differe ..."
6506,"Malaqa Kernel Panic starstarstarstar_halfstar_border 3,60 ",American Pale Ale - 5.4 º - 42 IBU,"En informática un Kernel Panic es un Fallo en el Núcleo y afecta al hardware… Algo inesperado, un error que no debería pasar, que hace que el sistema colapse.
 Imagina toda tu vida, algo que pensabas conocer y comprender por completo, cambia totalmente en un abrir y cerrar de ojos. Todo l ..."
6507,"Malaqa Brown Ale starstarstarstar_halfstar_border 3,33 ",American Brown Ale - 6.2 º - 29 IBU,"Y nos dijeron que la estabilidad era lo ideal.
Que permanecer quietos, callados y obedientes nos convertiría en personas mejores.
No lo sois.
No olvides sentir, jugar, si quieres jugar, y gritar si quieres gritar.
Hoy brindarás por los que viven de acuerdo a sí mismos.
¡Por los auténticos!"
6508,"Malaqa Tortuga starstarstarstar_halfstar_border 3,52 ",Porter - 5.7 º - 33 IBU,"Se trata de aventurarse…aventurarse a lo que nos encontramos en la vida,la que decidimos que estamos dispuestos a caminar, dia tras dia, dandole rienda suelta a esos sueños que nos hacen sentir la libertad absoluta…abre tus pulmones soplando fuerte esa bandera que tanto te identifica, aunq ..."
6509,Nouone ,Specialty Beer - 5 º,"Nouone
Cerveza de nueces elaborada con nueces propias de Nous de Vilafant de Can Pineda"
6510,Set de Drach ,Blonde Ale - 5.7 º - 42 IBU,"Set de Drach
Otra de las ediciones limitadas que elaboramos ha sido la Set de Drach, concebida para El Drac de Vilanova, se trata de una Summer Ale de 5.7% alc. y 42 IBU.
Una Cerveza muy refrescante hecha con Malta Pilsner y Lúpulos Galena, Magnum, Bramling X y Citra, ademas de Albahaca fres ..."
6511,La Poblenovina Estiu 2013 ,American Pale Ale - 5.6 º - 60 IBU,La Poblenovina Estiu 2013 - Guineu - Ca l`Arenys
6512,"La Cervecita La Poblenovina starstarstarstar_borderstar_border 3,00 ",Red Ale - 5.7 º - 35 IBU,Edición especial para la Fira del Poblenou de Cerveses Artesanes 2012 . Elaborada por Dougall`s Real Ales
6513,La Cervecita George’s American Pale Ale ,American Pale Ale - 4.9 º - 60 IBU,"Edición especial primer aniversario de La Cervecita, elaborada en Ca l’Arenys."
6514,"Tro Ales Ipanema starstarstarstarstar_border 3,78 ",India Pale Ale - 6.5 º - 130 IBU,Tro Ales Ipanema
6515,Cazurra Pasión ,English Pale Ale - 6 º - 53 IBU,"Cazurra PasiónEdición especial limitada Semana Santa de León,Según su autor, David Gil “cuerpo para competir un poco con el judío. No tanto matar y más beber cerveza y animar la fiesta”.Una cerveza de seis grados, con mucho cuerpo, un color ámbar –ni dorado ni tostado-, muy amarga  ..."
6516,"Nómada Gato Negro starstarstarstarstar_half 4,70 ",Specialty Beer - 7.1 º - 40 IBU,Nomada Gato NegroCerveza negra con Brettanomyces.Elaborada en Guineu - Ca l`Arenys
6517,Moments Blanca ,Witbier - 5.2 º,"La Blanca
Una cervesa de maltes d'ordi i de blat, afegint blat cru de St.Jaume de Viladrover. Lleugers tocs de taronja i coriandre que li aporten el toc de les ""Blanche"" belgues. Lleugera, i refrescant. Ideal per aperitius i entrants.
5,2% vol."
6518,"Moments Torrada starstarstarstar_borderstar_border 3,19 ","Spice, Herb o Vegetable Beer - 4.4 º","La Torrada amb Farigola
Elaborada amb maltes d'ordi torrades amb una infusió final de Farigola i mel de la nostra terra.Cervesa amb lleuger sabor torrefacte aportat per les maltes torrades i un agradable toc de farigola i mel.
Molt indicada en àpats i també per degustar-la a la tarda o ves ..."
6519,Moments Daurada ,Weizen-Weissbier - 5 º,"La Daurada
Elaborada amb malta d'ordi i malta de blat seguint l'estil de les Weissen (cerveses de blat) alemanyes.Cervesa amb cos i sabor a cereal. Important que al servir-la en el got, es barregi una mica el pòsit del fons de l'ampolla (sediments de llevat) que li aporten cos i gran sabor a  ..."
6520,"Moments Moreneta starstarstarstar_borderstar_border 2,80 ",Porter - 4.6 º,"La Moreneta
Cervesa negra d'estil Porter angles, elaborada amb maltes d'ordi torrades, i negra afegint al darrer moment Cacau 100% del Brunni que li aporta un caracterisitc lleuger sabor a xocolata.Cervesa amb força cos i escuma persistent. La preferida pels amants de la cervesa negra.Combina ..."
6521,"Ratpenat 2014 IPA starstarstarstar_halfstar_border 3,67 ",India Pale Ale - 6.8 º - 70 IBU,"Lleva el nombre del año de fundación de Ratpenat Cervesers. Elaborada en las instalaciones de Cervesa del Montseny (CCM).
Us presentem la nostra primera cervesa: una IPA brutal, capaç de despertar els herois combatents de la defensa de barcelona del 1714.
 A cada glop hi trobareu sensacion ..."
6522,Freiburg Txell ,Amber Ale - 6 º - 55 IBU,Cervesa Ambre artesana sense filtrar i sense pasteuritzar elaborada amb 3 tipus de malta i 2 tipos de llúpol de 55 ibu que li otorgen un sabor intens i persistent. Cervesa conmemorativa de 15 aniversari de Cerveceria Freiburg.Elaborada pel mestre Guzman a partir de les aportacions de Manuel Ba ...
6523,"Ruchey Cerveza de Níspero starstarstarstar_borderstar_border 3,20 ","Spice, Herb o Vegetable Beer - 4.6 º","Cerveza elaborada con nísperos y miel de níspero de la Cooperativa Agrícola de Callosa d’en Sarrià (Alicante). Se produce en las instalaciones de Tyris.La cerveza de níspero se caracteriza por tener una espuma abundante, blanca y jabonosa.
El color de la cerveza de níspero es oro viejo ..."
6524,Tyris Aniversari ,"Spice, Herb o Vegetable Beer - 6.5 º","Elaborada para conmemorar los 5 años de la marca. Entre sus ingredientes lleva miel, canela, vainilla y piel de naranja"
6525,Cerea Stout Ale ,Stout - 5.2 º,"De color marrón tirando a negro con reflejos granates. Espuma gruesa, cremosa y persistente con su característico color marrón claro.
Predomina el aroma a malta tostada similar al café y notas secundarias leves a chocolate.
Su sabor tostado moderado y lúpulo de amargor medio alto. Gusto  ..."
6526,"Tro Ales Discipulus starstarstarstar_halfstar_border 3,72 ",India Pale Ale - 5.9 º - 100 IBU,Tro Ales Discipulus IPA
6527,"Morlaco Beer Navarreria starstarstarstar_borderstar_border 3,17 ",American Pale Ale - 5.5 º - 33 IBU,"Navarrería significa conjunto de navarros y es el nombre que recibía en la edad media el burgo pamplonés habitado por los vascones.
Morlaco está practicando uno de los deportes rurales más antiguos del pueblo vasco, el levantamiento de piedras. Eso sí, a su manera.
Bebe de este brebaje  ..."
6528,"Matoll Torrada starstarstarstar_halfstar_border 3,27 ",English Brown - 7 º - 35 IBU,"Matoll Torrada
Carácter, como una fiera desbocada, es densa con un perfil totalmente diferente de la típica cerveza tostada ya que es la más robusta de las Matoll.
Color tostado oscuro. Aromáticamente tiene carácter. Notas afrutadas y florales, seguidas de notas de café, cacao y azúcar ..."
6529,"Matoll Rossa starstarstarstar_borderstar_border 3,22 ",Pale Ale - 5.5 º - 26 IBU,"Matoll Rossa
Color dorado. Entrada de malta tostada dulce, con notas cítricas y herbáceas. Cuerpo ligero/medio y carbonatación moderada. Los sabores afrutados dan paso a una agradable astringencia de piel de naranja. Fruta madura y roja en el retrogusto.
Aperitivos salados o picantes, esp� ..."
6530,"Dougall’s IPA 1 starstarstarstarstar_half 4,70 ",India Pale Ale - 6.8 º - 75 IBU,"Dougall’s IPA 1
Nueva versión de la reconocida Dougall`s 942 IPA pero cambiando lúpulos por Centennial, Chinook, Citra, Simcoe.
Lupúlate"
6531,"Gargola Escorxacolls starstarstarstar_borderstar_border 3,19 ",India Pale Ale - 7 º - 85 IBU,"Cerveza presentada en el Pescabirres de Torelló.
Indian Pale Ale de base maltosa y equilibrada con una explosión de lúpulo estadounidense."
6532,"Catalan Brewery Tølv Ulfhednar starstarstarstar_halfstar_border 3,54 ",Pale Ale - 4.9 º - 28 IBU,"Catalan Brewery Tølv Ulfhednar
De color dorado y carbonatación media.
Desprende un intenso aroma en el que se aprecian notas cítricas, matices de pomelo, también se pueden distinguir mango, flores y notas herbales.
Amarga y seca, destaca el pomelo y la naranja De cuerpo ligero con un fin ..."
6533,"Catalan Brewery Larry Kubiak starstarstarstarstar_border 4,00 ",American Pale Ale - 4.92 º - 47 IBU,"Catalan Brewery Larry KubiakTipus: American Pale Ale. Maridatge: Carns al forn, tot tipus de fumats i pasta. And always with pizza. Servir entre 4º i 10º. Conservar en lloc fresc i fosc.Zabriskie Point i Badwater (Death Valley) al sudest de California, son segons els científics, els indrets  ..."
6534,"Catalan Brewery Kirkpatrik starstarstarstarstar_border 3,90 ",Specialty Beer - 4.92 º - 21.71 IBU,"Catalan Brewery KirkpatrikTipus: Scottish 80%.Maridatge: SUSHI. And always with Pizza.It is generally held that the classic Scottish ale is referred to as an 80% (eighty shilling) while a stronger Scotch ale of today is often as a 90% (ninety shilling) or ""Wee Heavy"". Today, few brewers use the ..."
6535,"Basqueland Arraun Amber Ale starstarstarstar_halfstar_border 3,57 ",Amber Ale - 5 º - 37 IBU,"Basqueland Arraun Amber Ale - Basqueland Arraun Hoppy Amber Ale  
Arraun! significa ¡Remar! en Euskera. Comúnmente gritado por el hombre de popa de la embarcación para conseguir que sus remeros tiren al unísono. Arraun! Y que no miren hacia atrás.
Esta cerveza te pega primero en la nariz ..."
6536,"Basqueland Belgian Blonde Ale starstarstarstar_halfstar_border 3,31 ",Belgian Blonde Ale - 4.8 º,"Basqueland Belgian Blonde AleBière Blanche. Con trigo.Esta Ale rubia es fiel a su estilo y sin filtrar. Se fermenta con una cepa única de levadura belga, que produce una cerveza ligeramente afrutada y especiada con elegancia. 
 
La adición de cilantro tostado, la ralladura de mandarina y ..."
6537,Catalan Brewery Anzak ,India Pale Ale - 7.7 º - 72.5 IBU,"Catalan Brewery AnzakLa preferida de l'armada australiana-neozelandesa la qual celebra cada any molt estoicament, l'amarga derrota a terres gregues. En aquesta segona batalla s'enfronten l'Almirant Nelson (Nelson Sauvinne) vs la ciutat d'Ypres (Special B).Maridatge: Carns al forn, hamburgueses  ..."
6538,Gradiva D`Ullastret ,Old Ale - 5 º,"Gradiva d'UllestretGradiva és una cervesa ecològica, elaborada a Ullastret per en Darío i la Paola.Cervesa artesana torrada d'alta fermentació amb llúpols i malta d'ordi ecològica sense pasteruritzar ni filtar és una cerves a Viva que evoluciona amb el temps conté sediments naturals pro ..."
6539,Santa Espina ,Ale - 5.2 º,"La cervesa Santa Espina està composta únicamet per aigua, malts, llúpols i llevat, sense cap tipus d’additiu, complint així amb la Llei de la puresa alemanya del segle XVI.
Hem creat una fòrmula a partir dels malts pale ale, caramel i àmbar i de llúpols anglesos que li donen un suau a ..."
6540,"Cotoya VGXP01 IPA starstarstarstarstar 5,00 ",India Pale Ale,Elaborada de momento sólo en barril
6541,Les Canyes Kölsch Fargo ,Kölsch,"Kölsch Fargo de Pepe Cubillo (Quo'Nos) Casa rural "" Les Canyes"", Primer premio ACCE 2014"
6542,"Brux Brewery Corvus starstarstarstar_borderstar_border 3,20 ",Dry Stout - 5.2 º - 42 IBU,"Brux Brewery Corvus 5,2º: La negra de Brux. Dry Staut sabrosa y compleja pero de trago largo. Carácter torrefacto que recuerda al café y al chocolate amargo.Maridaje: Mariscos frescos por contraposición de sabores. Pastel de carne y guisos, no muy especiados. Quesos británicos tipo Chedda ..."
6543,"Brux Brewery Akelarre starstarstarstarstar_border 3,80 ",Extra-Strong Bitter - 7 º - 32 IBU,"Brux Brewery Akelarre, 7º. La roja de BruX. Es una “ESB” o Strong Bitter (muy Strong).Cerveza de tradición británica, fuerte y compleja pero fácil de beber. Muestra una mezcla de maltas y lúpulos que derivan en sabores entre dulces y amargos, caramelizados.Maridaje: Aperitivos y ensala ..."
6544,"Fábrica Maravillas Scotch Ale starstarstarstar_halfstar_border 3,66 ",Scottish and Iris Ale - 8 º - 26 IBU,"Scotch AleUna scotch ale maltosa, cremosa, y ligeremnte ahumada. La levadura escocesa da a la cerveza una nota terrosa que saca los sabores de malta y chocolate que define el estilo."
6545,Estigia Series II Super Stout Edición Jack Daniels ,Russian Imperial Stout - 17 º,"'Bébetela cuando te dé la gana, como si quieres dejarla de herencia a tus nietos'
Forma parte de una serie de 'Russian Imperial Stout' que rondará los 17º. Edición de 336 botellas para las que se ha utilizado dos botellas de Jack Daniels"
6546,La Font del Diable  Fr’Hop Golden Ale ,Blonde Ale - 5.5 º,"La font del Diable Fr’Hop Golden Ale
100% lúpulo fresco
Cerveza rubia, delicada y elegante, aromas vegetales y resinosos. Elaborada con la variedad Nugget de ""La Masia"" - Santa Oliva, Baix Penedès.
Maridaje recomendado: Entrantes."
6547,"Les Clandestines La Fresca del Safareig starstarstarstar_halfstar_border 3,44 ",American Pale Ale - 5.5 º,"La Fresca del Safareig Pale Ale
Elaborada con lúpulos frescos cultivados en la propia finca de Les Clandestines"
